name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
Emery Band (2mm),1610.0,https://www.rarecarat.com/wedding-ring/170-Emery-Band-(2mm)/43493,Diamond,,SI1,G,0.43,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Virelia Band by Christian Siriano,1520.0,https://www.rarecarat.com/wedding-ring/59-Virelia-Band-by-Christian-Siriano/43602,Diamond,,SI1,G-H,0.35,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Embellis Band by Christian Siriano,1520.0,https://www.rarecarat.com/wedding-ring/59-Embellis-Band-by-Christian-Siriano/43653,Diamond,,SI1,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Riona Double Pavé Twist Band,1570.0,https://www.rarecarat.com/wedding-ring/510-Riona-Double-Pavé-Twist-Band/42376,Diamond,,SI1,G-H,0.39,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Parallele Band by Christian Siriano,1560.0,https://www.rarecarat.com/wedding-ring/59-Parallele-Band-by-Christian-Siriano/43472,Diamond,,SI1,G-H,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Envol Marquise Contoured Band by Christian Siriano,1580.0,https://www.rarecarat.com/wedding-ring/59-Envol-Marquise-Contoured-Band-by-Christian-Siriano/43077,Diamond,,VS2,F,0.4,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Decolace Band by Christian Siriano,1600.0,https://www.rarecarat.com/wedding-ring/59-Decolace-Band-by-Christian-Siriano/43026,Diamond,,SI1,G-H,0.14,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Selora Rolled Pavé Band,1630.0,https://www.rarecarat.com/wedding-ring/510-Selora-Rolled-Pavé-Band/42603,Diamond,,SI1,G-H,0.57,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Woven Love Pavé Diamond Eternity Band by Christian Siriano,1620.0,https://www.rarecarat.com/wedding-ring/59-Woven-Love-Pavé-Diamond-Eternity-Band-by-Christian-Siriano/42924,Diamond,,SI1,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Bella Pavé Contoured Band (2.2mm),1630.0,https://www.rarecarat.com/wedding-ring/170-Bella-Pavé-Contoured-Band-(2.2mm)/42436,Diamond,,SI1,G,0.4,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Kennedy Grand Pavé Contoured Band,1630.0,https://www.rarecarat.com/wedding-ring/170-Kennedy-Grand-Pavé-Contoured-Band/42431,Diamond,,SI1,G,0.4,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Bella Pavé Contoured Band (1.8mm),1630.0,https://www.rarecarat.com/wedding-ring/170-Bella-Pavé-Contoured-Band-(1.8mm)/42442,Diamond,,SI1,G,0.4,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Ilana Pavé Contoured Band (2.2mm),1630.0,https://www.rarecarat.com/wedding-ring/170-Ilana-Pavé-Contoured-Band-(2.2mm)/42655,Diamond,,SI1,G,0.4,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Gabriella Grand Pavé Contoured Band,1630.0,https://www.rarecarat.com/wedding-ring/170-Gabriella-Grand-Pavé-Contoured-Band/42455,Diamond,,SI1,G,0.4,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Unione Pavé Contoured Band by Christian Siriano,1660.0,https://www.rarecarat.com/wedding-ring/59-Unione-Pavé-Contoured-Band-by-Christian-Siriano/43284,Diamond,,SI1,G-H,0.15,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Ardora Band by Christian Siriano,1670.0,https://www.rarecarat.com/wedding-ring/59-Ardora-Band-by-Christian-Siriano/43553,Diamond,,SI1,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Chroma Diamond Eternity Band,1690.0,https://www.rarecarat.com/wedding-ring/56-Chroma-Diamond-Eternity-Band/42526,Diamond,,SI1,G-H,0.47,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Lumina French Pavé Band (1/2 ct. tw.),1710.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Band-(1-2-ct.-tw.)/42855,Diamond,,SI1,G-H,0.5,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Kennedy Majestic Pavé Contoured Band,1800.0,https://www.rarecarat.com/wedding-ring/170-Kennedy-Majestic-Pavé-Contoured-Band/42448,Diamond,,SI1,G,0.55,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Bellora Classic Pavé Band (2mm),1820.0,https://www.rarecarat.com/wedding-ring/55-Bellora-Classic-Pavé-Band-(2mm)/42625,Diamond,,SI1,G-H,0.46,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Lumina French Pavé Eternity Band (1/2 ct. tw.),1850.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Eternity-Band-(1-2-ct.-tw.)/42786,Diamond,,SI1,G-H,0.47,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Summer Pavé Diamond Band (⅔ ct. tw.),1920.0,https://www.rarecarat.com/wedding-ring/170-Summer-Pavé-Diamond-Band-(⅔-ct.-tw.)/43509,Diamond,,SI1,G,0.66,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Emery Band (2.5mm),1970.0,https://www.rarecarat.com/wedding-ring/170-Emery-Band-(2.5mm)/43492,Diamond,,SI1,G,0.65,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Ilana Pavé Contoured Band (2.7mm),2030.0,https://www.rarecarat.com/wedding-ring/170-Ilana-Pavé-Contoured-Band-(2.7mm)/42649,Diamond,,SI1,G,0.66,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Lumina French Pavé Band (3/4 ct. tw.),2420.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Band-(3-4-ct.-tw.)/42860,Diamond,,SI1,G-H,0.81,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Lumina French Pavé Eternity Band (3/4 ct. tw.),2510.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Eternity-Band-(3-4-ct.-tw.)/42765,Diamond,,SI1,G-H,0.75,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Lumina French Pavé Band (1 ct. tw.),3100.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Band-(1-ct.-tw.)/42774,Diamond,,SI1,G-H,1.17,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Summer Pavé Diamond Band (1.20 ct. tw.),3150.0,https://www.rarecarat.com/wedding-ring/170-Summer-Pavé-Diamond-Band-(1.20-ct.-tw.)/43504,Diamond,,SI1,G,1.17,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Lumina French Pavé Eternity Band (1.20 ct. tw.),3700.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Eternity-Band-(1.20-ct.-tw.)/42766,Diamond,,SI1,G-H,1.17,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Lumina French Pavé Eternity Band (1.40 ct. tw.),4220.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Eternity-Band-(1.40-ct.-tw.)/42827,Diamond,,SI1,G-H,1.4,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Lumina French Pavé Eternity Band (1.70 ct. tw.),4810.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Eternity-Band-(1.70-ct.-tw.)/42801,Diamond,,SI1,G-H,1.68,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Lumina French Pavé Eternity Band (2 ct. tw.),6290.0,https://www.rarecarat.com/wedding-ring/510-Lumina-French-Pavé-Eternity-Band-(2-ct.-tw.)/42809,Diamond,,SI1,G-H,2,White Gold,,14K,4.0 to 8.5,Ring,rarecarat
Classic Comfort-Fit Band (5mm),1290.0,https://www.rarecarat.com/wedding-ring/497-Classic-Comfort-Fit-Band-(5mm)/36946,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Hammered Bevel Two-Tone Comfort-Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Hammered-Bevel-Two-Tone-Comfort-Fit-Band-(7mm)/36870,Diamond,,,,,Gold 14k & Yellow Gold 14k,,White,6.0 to 13.0,Ring,rarecarat
Low Dome Comfort Fit Polished Band (6mm),1820.0,https://www.rarecarat.com/wedding-ring/53-Low-Dome-Comfort-Fit-Polished-Band-(6mm)/22805,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Step Edge Florentine Finish Wedding Band (7mm),1780.0,https://www.rarecarat.com/wedding-ring/53-Step-Edge-Florentine-Finish-Wedding-Band-(7mm)/23828,Diamond,,,,,Yellow Gold,,14K,8.0 to 14.0,Ring,rarecarat
Comfort-Fit Plain Band (6mm),1500.0,https://www.rarecarat.com/wedding-ring/497-Comfort-Fit-Plain-Band-(6mm)/36902,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Brushed Center High-Polish Edge Band (5mm),1300.0,https://www.rarecarat.com/wedding-ring/59-Brushed-Center-High-Polish-Edge-Band-(5mm)/35182,Diamond,,,,,White Gold,,14K,8.0 to 14.0,Ring,rarecarat
Brushed Finish Low Dome Wedding Band (6mm),1520.0,https://www.rarecarat.com/wedding-ring/53-Brushed-Finish-Low-Dome-Wedding-Band-(6mm)/23784,Diamond,,,,,Yellow Gold,,14K,8.0 to 14.0,Ring,rarecarat
Mixed Textured Beveled Milgrain Band (7.1mm),3260.0,https://www.rarecarat.com/wedding-ring/59-Mixed-Textured-Beveled-Milgrain-Band-(7.1mm)/35235,Diamond,,,,,White Gold,,14K,8.0 to 14.0,Ring,rarecarat
Low Dome Polished Band (5mm),1000.0,https://www.rarecarat.com/wedding-ring/53-Low-Dome-Polished-Band-(5mm)/22561,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Obsidian Texture Beveled Edge Comfort Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Obsidian-Texture-Beveled-Edge-Comfort-Fit-Band-(7mm)/36843,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Linen Texture Drop Edge Comfort-Fit Band (6.5mm),2110.0,https://www.rarecarat.com/wedding-ring/497-Linen-Texture-Drop-Edge-Comfort-Fit-Band-(6.5mm)/36772,Diamond,,,,,White Gold,,14K,4.0 to 14.0,Earring,rarecarat
Brushed Center Polished Edge Wedding Band (5mm),1280.0,https://www.rarecarat.com/wedding-ring/53-Brushed-Center-Polished-Edge-Wedding-Band-(5mm)/23803,Diamond,,,,,Yellow Gold,,14K,8.0 to 14.0,Ring,rarecarat
Nightfall Engraved Flat Comfort-Fit Band (8mm),2740.0,https://www.rarecarat.com/wedding-ring/497-Nightfall-Engraved-Flat-Comfort-Fit-Band-(8mm)/39281,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Beveled Edge Band (6mm),1840.0,https://www.rarecarat.com/wedding-ring/170-Beveled-Edge-Band-(6mm)/23272,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Low Dome Comfort-Fit Polished Band (5mm),1010.0,https://www.rarecarat.com/wedding-ring/497-Low-Dome-Comfort-Fit-Polished-Band-(5mm)/41770,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Etched Grain Beveled Edge Comfort-Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Etched-Grain-Beveled-Edge-Comfort-Fit-Band-(7mm)/36866,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Diamond Cut Quilt Pattern (5mm),1450.0,https://www.rarecarat.com/wedding-ring/170-Diamond-Cut-Quilt-Pattern-(5mm)/23628,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Two-Tone Diamond Channel Set Band,2410.0,https://www.rarecarat.com/wedding-ring/53-Two-Tone-Diamond-Channel-Set-Band/23294,Diamond,,SI1,F-G,0.49,Yellow Gold,,14K,8.0 to 14.0,Ring,rarecarat
Cherry Wood Comfort-Fit Band (7.5mm),1680.0,https://www.rarecarat.com/wedding-ring/497-Cherry-Wood-Comfort-Fit-Band-(7.5mm)/39264,Diamond,,,,,White Gold,,14K,6.0 to 14.0,Ring,rarecarat
Grooved Channel-Set Diamond Band (7.5mm),2380.0,https://www.rarecarat.com/wedding-ring/57-Grooved-Channel-Set-Diamond-Band-(7.5mm)/32436,Diamond,,SI1,G-H,0.25,White Gold,,14K,7.0 to 15.0,Ring,rarecarat
Summit Ridge Comfort-Fit Band (7.5mm),1630.0,https://www.rarecarat.com/wedding-ring/497-Summit-Ridge-Comfort-Fit-Band-(7.5mm)/39267,Diamond,,,,,Gold 14k & Tantalum,,Rose,6.0 to 14.0,Ring,rarecarat
Mixed Textured Beveled Edge Band (7mm),3120.0,https://www.rarecarat.com/wedding-ring/59-Mixed-Textured-Beveled-Edge-Band-(7mm)/35195,Diamond,,,,,White Gold,,14K,8.0 to 14.0,Ring,rarecarat
Patterned Brushed Edge Band (7mm),3030.0,https://www.rarecarat.com/wedding-ring/59-Patterned-Brushed-Edge-Band-(7mm)/35225,Diamond,,,,,White Gold,,14K,8.0 to 14.0,Ring,rarecarat
Flat Comfort Fit Polished Band (5mm),1380.0,https://www.rarecarat.com/wedding-ring/53-Flat-Comfort-Fit-Polished-Band-(5mm)/22614,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Crater Eternity Wedding Band,3600.0,https://www.rarecarat.com/wedding-ring/54-Crater-Eternity-Wedding-Band/26079,Diamond,,VS1,G-H,0.26,White Gold,,14K,8.0 to 13.0,Ring,rarecarat
Low Dome Comfort Fit Polished Band (5mm),1200.0,https://www.rarecarat.com/wedding-ring/53-Low-Dome-Comfort-Fit-Polished-Band-(5mm)/22795,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Flat Comfort Fit Polished Band (4mm),1140.0,https://www.rarecarat.com/wedding-ring/53-Flat-Comfort-Fit-Polished-Band-(4mm)/22637,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Orchid-Inspired Black Titanium Two-Tone Comfort-Fit Band (7.5mm),1770.0,https://www.rarecarat.com/wedding-ring/497-Orchid-Inspired-Black-Titanium-Two-Tone-Comfort-Fit-Band-(7.5mm)/36786,Diamond,,,,,Gold 14k & Titanium,,Yellow,6.0 to 14.0,Ring,rarecarat
Diamond Cut Quilt Pattern (4mm),1190.0,https://www.rarecarat.com/wedding-ring/170-Diamond-Cut-Quilt-Pattern-(4mm)/23635,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Milgrain Low Dome Comfort Fit Polished Band (5mm),1170.0,https://www.rarecarat.com/wedding-ring/53-Milgrain-Low-Dome-Comfort-Fit-Polished-Band-(5mm)/22814,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Vector-Cut Coin Edge Band (7mm),2390.0,https://www.rarecarat.com/wedding-ring/497-Vector-Cut-Coin-Edge-Band-(7mm)/39278,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Dome Satin Finished With Recessed Sides (4mm),1190.0,https://www.rarecarat.com/wedding-ring/170-Dome-Satin-Finished-With-Recessed-Sides-(4mm)/23340,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Diamond Channel Set Band,1990.0,https://www.rarecarat.com/wedding-ring/53-Diamond-Channel-Set-Band/26137,Diamond,,SI1,F-G,0.5,Yellow Gold,,14K,8.0 to 14.0,Ring,rarecarat
Mineral Finish Tantalum Two-Tone Comfort-Fit Band (6.5mm),1490.0,https://www.rarecarat.com/wedding-ring/497-Mineral-Finish-Tantalum-Two-Tone-Comfort-Fit-Band-(6.5mm)/36834,Diamond,,,,,Gold 14k & Tantalum,,Rose,6.0 to 14.0,Ring,rarecarat
Raised Channel-Set Princess-Cut Diamond Band (7mm),3460.0,https://www.rarecarat.com/wedding-ring/57-Raised-Channel-Set-Princess-Cut-Diamond-Band-(7mm)/32445,Diamond,,SI1,G-H,0.75,White Gold,,14K,7.0 to 15.0,Ring,rarecarat
Diagonal Diamond Cut Carved Band (4mm),1190.0,https://www.rarecarat.com/wedding-ring/170-Diagonal-Diamond-Cut-Carved-Band-(4mm)/23702,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Celtic Love Knot Beveled Edge Comfort Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Celtic-Love-Knot-Beveled-Edge-Comfort-Fit-Band-(7mm)/36836,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Low Dome Polished Band (7mm),1290.0,https://www.rarecarat.com/wedding-ring/53-Low-Dome-Polished-Band-(7mm)/22540,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Auriga Men's Wedding Band,2490.0,https://www.rarecarat.com/wedding-ring/54-Auriga-Men's-Wedding-Band/26129,Diamond,,,,,White Gold,,14K,8.0 to 13.0,Ring,rarecarat
Geometric Band With Satin Finished Center (4mm),1190.0,https://www.rarecarat.com/wedding-ring/170-Geometric-Band-With-Satin-Finished-Center-(4mm)/23764,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Ironflow Engraved Comfort-Fit Band (6.5mm),1770.0,https://www.rarecarat.com/wedding-ring/497-Ironflow-Engraved-Comfort-Fit-Band-(6.5mm)/39261,Diamond,,,,,Gold 14k & Titanium,,White,6.0 to 14.0,Ring,rarecarat
Dome Hammer High Polished (4mm),1190.0,https://www.rarecarat.com/wedding-ring/170-Dome-Hammer-High-Polished-(4mm)/23671,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Satin Bevel Edge Comfort-Fit Band (6mm),1980.0,https://www.rarecarat.com/wedding-ring/497-Satin-Bevel-Edge-Comfort-Fit-Band-(6mm)/36851,Diamond,,,,,White Gold,,14K,4.0 to 14.0,Ring,rarecarat
Low Dome Comfort Fit Polished Band (7mm),1750.0,https://www.rarecarat.com/wedding-ring/53-Low-Dome-Comfort-Fit-Polished-Band-(7mm)/22774,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Grooved Diamond Solitaire Band (7mm),2820.0,https://www.rarecarat.com/wedding-ring/57-Grooved-Diamond-Solitaire-Band-(7mm)/32448,Diamond,,SI1,G-H,0.2,White Gold,,14K,7.0 to 15.0,Ring,rarecarat
Lyra Men's Wedding Band,2240.0,https://www.rarecarat.com/wedding-ring/54-Lyra-Men's-Wedding-Band/26015,Diamond,,,,,White Gold,,14K,8.0 to 13.0,Ring,rarecarat
Kaha Carved band (7mm),2110.0,https://www.rarecarat.com/wedding-ring/54-Kaha-Carved-band-(7mm)/25209,Diamond,,,,,White Gold,,14K,5.0 to 13.0,Ring,rarecarat
Sovereign Engraved Comfort-Fit Band (7.5mm),2390.0,https://www.rarecarat.com/wedding-ring/497-Sovereign-Engraved-Comfort-Fit-Band-(7.5mm)/39271,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Satin Center Knurled Edge Comfort-Fit Band (6.5mm),2110.0,https://www.rarecarat.com/wedding-ring/497-Satin-Center-Knurled-Edge-Comfort-Fit-Band-(6.5mm)/36761,Diamond,,,,,White Gold,,14K,4.0 to 14.0,Ring,rarecarat
Voyager Finish Beveled Edge Comfort-Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Voyager-Finish-Beveled-Edge-Comfort-Fit-Band-(7mm)/36875,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Two-Tone Polished Line Brushed Finish Wedding Band (6mm),1580.0,https://www.rarecarat.com/wedding-ring/53-Two-Tone-Polished-Line-Brushed-Finish-Wedding-Band-(6mm)/27583,Diamond,,,,,Yellow Gold,,14K,8.0 to 14.0,Ring,rarecarat
Axis Satin Comfort-Fit Band (6.5mm),2270.0,https://www.rarecarat.com/wedding-ring/497-Axis-Satin-Comfort-Fit-Band-(6.5mm)/39287,Diamond,,,,,White Gold,,14K,6.0 to 14.0,Ring,rarecarat
Sovereign Mixed Metal Comfort-Fit Band (7.5mm),1630.0,https://www.rarecarat.com/wedding-ring/497-Sovereign-Mixed-Metal-Comfort-Fit-Band-(7.5mm)/39308,Diamond,,,,,Gold 14k & Tantalum,,Yellow,6.0 to 14.0,Ring,rarecarat
Baroque Mixed Metal Comfort Band (7.5mm),1750.0,https://www.rarecarat.com/wedding-ring/497-Baroque-Mixed-Metal-Comfort-Band-(7.5mm)/39305,Diamond,,,,,Gold 14k & Tantalum,,Yellow,6.0 to 14.0,Ring,rarecarat
Satin Center Beveled Edge Comfort-Fit Band (7mm),2310.0,https://www.rarecarat.com/wedding-ring/497-Satin-Center-Beveled-Edge-Comfort-Fit-Band-(7mm)/36736,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Brushed Finish Polished Flat Edge Wedding Band (6mm),1570.0,https://www.rarecarat.com/wedding-ring/53-Brushed-Finish-Polished-Flat-Edge-Wedding-Band-(6mm)/23830,Diamond,,,,,White Gold,,14K,8.0 to 14.0,Ring,rarecarat
Canyon Finish Beveled Edge Comfort-Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Canyon-Finish-Beveled-Edge-Comfort-Fit-Band-(7mm)/36819,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Crux Men's Wedding Band,2070.0,https://www.rarecarat.com/wedding-ring/54-Crux-Men's-Wedding-Band/25952,Diamond,,VS1,G-H,0.04,White Gold,,14K,8.0 to 13.0,Ring,rarecarat
Hammered Drop Edge Comfort-Fit Band (6mm),1960.0,https://www.rarecarat.com/wedding-ring/497-Hammered-Drop-Edge-Comfort-Fit-Band-(6mm)/36755,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Earring,rarecarat
Square Diamond Cut Carved Band (4mm),1110.0,https://www.rarecarat.com/wedding-ring/170-Square-Diamond-Cut-Carved-Band-(4mm)/23499,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Flat Comfort Fit Polished Band (6mm),1610.0,https://www.rarecarat.com/wedding-ring/53-Flat-Comfort-Fit-Polished-Band-(6mm)/22616,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Etched Grain Beveled Edge Comfort-Fit Band (6mm),1960.0,https://www.rarecarat.com/wedding-ring/497-Etched-Grain-Beveled-Edge-Comfort-Fit-Band-(6mm)/36792,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
Satin Finish Beveled Edge Comfort Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Satin-Finish-Beveled-Edge-Comfort-Fit-Band-(7mm)/36846,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Brushed Hammered Center High-Polish Edge Band (7.1mm),2760.0,https://www.rarecarat.com/wedding-ring/59-Brushed-Hammered-Center-High-Polish-Edge-Band-(7.1mm)/35176,Diamond,,,,,White Gold,,14K,8.0 to 14.0,Ring,rarecarat
Classic Comfort-Fit Band (4mm),1070.0,https://www.rarecarat.com/wedding-ring/497-Classic-Comfort-Fit-Band-(4mm)/36952,Diamond,,,,,White Gold,,14K,4.0 to 15.0,Ring,rarecarat
High Dome Comfort Fit Polished Band (3mm),1140.0,https://www.rarecarat.com/wedding-ring/53-High-Dome-Comfort-Fit-Polished-Band-(3mm)/22689,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Satin Finish Milgrain Beveled Edge Comfort Fit Band (7mm),1540.0,https://www.rarecarat.com/wedding-ring/497-Satin-Finish-Milgrain-Beveled-Edge-Comfort-Fit-Band-(7mm)/36812,Diamond,,,,,White Gold,,14K,6.0 to 13.0,Ring,rarecarat
Celtic Triangle Knot Comfort-Fit Band (6mm),2010.0,https://www.rarecarat.com/wedding-ring/497-Celtic-Triangle-Knot-Comfort-Fit-Band-(6mm)/36804,Diamond,,,,,White Gold,,14K,4.0 to 14.0,Ring,rarecarat
Milgrain Low Dome Comfort Fit Polished Band (4mm),1010.0,https://www.rarecarat.com/wedding-ring/53-Milgrain-Low-Dome-Comfort-Fit-Polished-Band-(4mm)/22846,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Angled Pavé Diamond Band (7.5mm),3840.0,https://www.rarecarat.com/wedding-ring/57-Angled-Pavé-Diamond-Band-(7.5mm)/32451,Diamond,,SI1,G-H,0.6,White Gold,,14K,7.0 to 15.0,Ring,rarecarat
Hammered Center Drop Edge Milgrain Comfort-Fit Band (6mm),1960.0,https://www.rarecarat.com/wedding-ring/497-Hammered-Center-Drop-Edge-Milgrain-Comfort-Fit-Band-(6mm)/36809,Diamond,,,,,White Gold,,14K,6.0 to 14.0,Earring,rarecarat
Fancy Carved Diamond Cut Band (4mm),1110.0,https://www.rarecarat.com/wedding-ring/170-Fancy-Carved-Diamond-Cut-Band-(4mm)/23535,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Satin Tantalum Two-Tone Comfort-Fit Band (6.5mm),1630.0,https://www.rarecarat.com/wedding-ring/497-Satin-Tantalum-Two-Tone-Comfort-Fit-Band-(6.5mm)/36777,Diamond,,,,,Gold 14k & Tantalum,,Yellow,6.0 to 14.0,Ring,rarecarat
Beveled Edge Band (4mm),1280.0,https://www.rarecarat.com/wedding-ring/170-Beveled-Edge-Band-(4mm)/23273,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Celtic Woven Knot Band (7mm),2430.0,https://www.rarecarat.com/wedding-ring/54-Celtic-Woven-Knot-Band-(7mm)/30395,Diamond,,,,,White Gold,,14K,7.0 to 13.0,Ring,rarecarat
Flat Euro Comfort Fit (5mm),1500.0,https://www.rarecarat.com/wedding-ring/170-Flat-Euro-Comfort-Fit-(5mm)/23583,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Low Dome With Recessed Groove (4mm),1320.0,https://www.rarecarat.com/wedding-ring/170-Low-Dome-With-Recessed-Groove-(4mm)/23388,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Flat Band With Rounded Edges (4mm),1320.0,https://www.rarecarat.com/wedding-ring/170-Flat-Band-With-Rounded-Edges-(4mm)/23398,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Step Cut Carved Band (4mm),1320.0,https://www.rarecarat.com/wedding-ring/170-Step-Cut-Carved-Band-(4mm)/23423,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Dome Milgrain Comfort Fit (4mm),1320.0,https://www.rarecarat.com/wedding-ring/170-Dome-Milgrain-Comfort-Fit-(4mm)/23312,Diamond,,,,,White Gold,,14K,3.0 to 13.0,Ring,rarecarat
Satin Black Titanium & Gold Coin Edge Comfort-Fit Band (8mm),1890.0,https://www.rarecarat.com/wedding-ring/497-Satin-Black-Titanium-&-Gold-Coin-Edge-Comfort-Fit-Band-(8mm)/36783,Diamond,,,,,Gold 14k & Titanium,,Yellow,6.0 to 13.0,Ring,rarecarat
Tapered Diamond Band (6mm),2440.0,https://www.rarecarat.com/wedding-ring/57-Tapered-Diamond-Band-(6mm)/32441,Diamond,,SI1,G-H,0.33,White Gold,,14K,7.0 to 15.0,Ring,rarecarat
Axis Satin Two-Tone Comfort-Fit Band (6.5mm),2270.0,https://www.rarecarat.com/wedding-ring/497-Axis-Satin-Two-Tone-Comfort-Fit-Band-(6.5mm)/39273,Diamond,,,,,Gold 14k & Rose Gold 14k,,White,6.0 to 14.0,Ring,rarecarat
